dim_time_id,date_value,day,month,year,quarter
94,2022-02-10 00:00:00.000000 UTC,10,2,2022,Q1(2022)
95,2022-02-13 00:00:00.000000 UTC,13,2,2022,Q1(2022)
97,2022-02-26 00:00:00.000000 UTC,26,2,2022,Q1(2022)
174,2023-02-02 00:00:00.000000 UTC,2,2,2023,Q1(2023)
179,2023-02-20 00:00:00.000000 UTC,20,2,2023,Q1(2023)
178,2023-02-17 00:00:00.000000 UTC,17,2,2023,Q1(2023)
180,2023-02-25 00:00:00.000000 UTC,25,2,2023,Q1(2023)
176,2023-02-15 00:00:00.000000 UTC,15,2,2023,Q1(2023)
177,2023-02-16 00:00:00.000000 UTC,16,2,2023,Q1(2023)
175,2023-02-15 00:00:00.000000 UTC,15,2,2023,Q1(2023)
263,2024-02-27 00:00:00.000000 UTC,27,2,2024,Q1(2024)
260,2024-02-22 00:00:00.000000 UTC,22,2,2024,Q1(2024)
257,2024-02-01 00:00:00.000000 UTC,1,2,2024,Q1(2024)
258,2024-02-09 00:00:00.000000 UTC,9,2,2024,Q1(2024)
259,2024-02-22 00:00:00.000000 UTC,22,2,2024,Q1(2024)
262,2024-02-24 00:00:00.000000 UTC,24,2,2024,Q1(2024)
261,2024-02-23 00:00:00.000000 UTC,23,2,2024,Q1(2024)
340,2025-02-02 00:00:00.000000 UTC,2,2,2025,Q1(2025)
344,2025-02-28 00:00:00.000000 UTC,28,2,2025,Q1(2025)
341,2025-02-07 00:00:00.000000 UTC,7,2,2025,Q1(2025)
343,2025-02-28 00:00:00.000000 UTC,28,2,2025,Q1(2025)
342,2025-02-15 00:00:00.000000 UTC,15,2,2025,Q1(2025)
16,2021-03-05 00:00:00.000000 UTC,5,3,2021,Q1(2021)
19,2021-03-14 00:00:00.000000 UTC,14,3,2021,Q1(2021)
14,2021-03-04 00:00:00.000000 UTC,4,3,2021,Q1(2021)
18,2021-03-09 00:00:00.000000 UTC,9,3,2021,Q1(2021)
17,2021-03-06 00:00:00.000000 UTC,6,3,2021,Q1(2021)
15,2021-03-04 00:00:00.000000 UTC,4,3,2021,Q1(2021)
20,2021-03-22 00:00:00.000000 UTC,22,3,2021,Q1(2021)
101,2022-03-13 00:00:00.000000 UTC,13,3,2022,Q1(2022)
103,2022-03-21 00:00:00.000000 UTC,21,3,2022,Q1(2022)
100,2022-03-12 00:00:00.000000 UTC,12,3,2022,Q1(2022)
99,2022-03-11 00:00:00.000000 UTC,11,3,2022,Q1(2022)
102,2022-03-16 00:00:00.000000 UTC,16,3,2022,Q1(2022)
98,2022-03-11 00:00:00.000000 UTC,11,3,2022,Q1(2022)
104,2022-03-29 00:00:00.000000 UTC,29,3,2022,Q1(2022)
187,2023-03-28 00:00:00.000000 UTC,28,3,2023,Q1(2023)
184,2023-03-19 00:00:00.000000 UTC,19,3,2023,Q1(2023)
182,2023-03-18 00:00:00.000000 UTC,18,3,2023,Q1(2023)
181,2023-03-05 00:00:00.000000 UTC,5,3,2023,Q1(2023)
185,2023-03-20 00:00:00.000000 UTC,20,3,2023,Q1(2023)
183,2023-03-18 00:00:00.000000 UTC,18,3,2023,Q1(2023)
186,2023-03-23 00:00:00.000000 UTC,23,3,2023,Q1(2023)
268,2024-03-25 00:00:00.000000 UTC,25,3,2024,Q1(2024)
266,2024-03-24 00:00:00.000000 UTC,24,3,2024,Q1(2024)
267,2024-03-24 00:00:00.000000 UTC,24,3,2024,Q1(2024)
269,2024-03-26 00:00:00.000000 UTC,26,3,2024,Q1(2024)
270,2024-03-29 00:00:00.000000 UTC,29,3,2024,Q1(2024)
265,2024-03-11 00:00:00.000000 UTC,11,3,2024,Q1(2024)
264,2024-03-03 00:00:00.000000 UTC,3,3,2024,Q1(2024)
349,2025-03-18 00:00:00.000000 UTC,18,3,2025,Q1(2025)
346,2025-03-02 00:00:00.000000 UTC,2,3,2025,Q1(2025)
351,2025-03-31 00:00:00.000000 UTC,31,3,2025,Q1(2025)
347,2025-03-05 00:00:00.000000 UTC,5,3,2025,Q1(2025)
350,2025-03-31 00:00:00.000000 UTC,31,3,2025,Q1(2025)
345,2025-03-01 00:00:00.000000 UTC,1,3,2025,Q1(2025)
348,2025-03-10 00:00:00.000000 UTC,10,3,2025,Q1(2025)
23,2021-04-05 00:00:00.000000 UTC,5,4,2021,Q2(2021)
25,2021-04-09 00:00:00.000000 UTC,9,4,2021,Q2(2021)
27,2021-04-22 00:00:00.000000 UTC,22,4,2021,Q2(2021)
26,2021-04-14 00:00:00.000000 UTC,14,4,2021,Q2(2021)
21,2021-04-04 00:00:00.000000 UTC,4,4,2021,Q2(2021)
24,2021-04-06 00:00:00.000000 UTC,6,4,2021,Q2(2021)
22,2021-04-04 00:00:00.000000 UTC,4,4,2021,Q2(2021)
107,2022-04-12 00:00:00.000000 UTC,12,4,2022,Q2(2022)
110,2022-04-21 00:00:00.000000 UTC,21,4,2022,Q2(2022)
105,2022-04-11 00:00:00.000000 UTC,11,4,2022,Q2(2022)
111,2022-04-29 00:00:00.000000 UTC,29,4,2022,Q2(2022)
108,2022-04-13 00:00:00.000000 UTC,13,4,2022,Q2(2022)
106,2022-04-11 00:00:00.000000 UTC,11,4,2022,Q2(2022)
109,2022-04-16 00:00:00.000000 UTC,16,4,2022,Q2(2022)
192,2023-04-20 00:00:00.000000 UTC,20,4,2023,Q2(2023)
193,2023-04-23 00:00:00.000000 UTC,23,4,2023,Q2(2023)
188,2023-04-05 00:00:00.000000 UTC,5,4,2023,Q2(2023)
191,2023-04-19 00:00:00.000000 UTC,19,4,2023,Q2(2023)
194,2023-04-28 00:00:00.000000 UTC,28,4,2023,Q2(2023)
189,2023-04-18 00:00:00.000000 UTC,18,4,2023,Q2(2023)
190,2023-04-18 00:00:00.000000 UTC,18,4,2023,Q2(2023)
273,2024-04-24 00:00:00.000000 UTC,24,4,2024,Q2(2024)
271,2024-04-03 00:00:00.000000 UTC,3,4,2024,Q2(2024)
275,2024-04-25 00:00:00.000000 UTC,25,4,2024,Q2(2024)
276,2024-04-26 00:00:00.000000 UTC,26,4,2024,Q2(2024)
274,2024-04-24 00:00:00.000000 UTC,24,4,2024,Q2(2024)
272,2024-04-11 00:00:00.000000 UTC,11,4,2024,Q2(2024)
277,2024-04-29 00:00:00.000000 UTC,29,4,2024,Q2(2024)
352,2025-04-01 00:00:00.000000 UTC,1,4,2025,Q2(2025)
356,2025-04-18 00:00:00.000000 UTC,18,4,2025,Q2(2025)
354,2025-04-05 00:00:00.000000 UTC,5,4,2025,Q2(2025)
355,2025-04-10 00:00:00.000000 UTC,10,4,2025,Q2(2025)
353,2025-04-02 00:00:00.000000 UTC,2,4,2025,Q2(2025)
29,2021-05-05 00:00:00.000000 UTC,5,5,2021,Q2(2021)
33,2021-05-15 00:00:00.000000 UTC,15,5,2021,Q2(2021)
28,2021-05-05 00:00:00.000000 UTC,5,5,2021,Q2(2021)
32,2021-05-10 00:00:00.000000 UTC,10,5,2021,Q2(2021)
30,2021-05-06 00:00:00.000000 UTC,6,5,2021,Q2(2021)
34,2021-05-23 00:00:00.000000 UTC,23,5,2021,Q2(2021)
31,2021-05-07 00:00:00.000000 UTC,7,5,2021,Q2(2021)
117,2022-05-22 00:00:00.000000 UTC,22,5,2022,Q2(2022)
114,2022-05-13 00:00:00.000000 UTC,13,5,2022,Q2(2022)
115,2022-05-14 00:00:00.000000 UTC,14,5,2022,Q2(2022)
116,2022-05-17 00:00:00.000000 UTC,17,5,2022,Q2(2022)
112,2022-05-12 00:00:00.000000 UTC,12,5,2022,Q2(2022)
118,2022-05-30 00:00:00.000000 UTC,30,5,2022,Q2(2022)
113,2022-05-12 00:00:00.000000 UTC,12,5,2022,Q2(2022)
199,2023-05-21 00:00:00.000000 UTC,21,5,2023,Q2(2023)
195,2023-05-06 00:00:00.000000 UTC,6,5,2023,Q2(2023)
198,2023-05-20 00:00:00.000000 UTC,20,5,2023,Q2(2023)
196,2023-05-19 00:00:00.000000 UTC,19,5,2023,Q2(2023)
197,2023-05-19 00:00:00.000000 UTC,19,5,2023,Q2(2023)
201,2023-05-29 00:00:00.000000 UTC,29,5,2023,Q2(2023)
200,2023-05-24 00:00:00.000000 UTC,24,5,2023,Q2(2023)
282,2024-05-26 00:00:00.000000 UTC,26,5,2024,Q2(2024)
278,2024-05-04 00:00:00.000000 UTC,4,5,2024,Q2(2024)
279,2024-05-12 00:00:00.000000 UTC,12,5,2024,Q2(2024)
280,2024-05-25 00:00:00.000000 UTC,25,5,2024,Q2(2024)
284,2024-05-30 00:00:00.000000 UTC,30,5,2024,Q2(2024)
281,2024-05-25 00:00:00.000000 UTC,25,5,2024,Q2(2024)
283,2024-05-27 00:00:00.000000 UTC,27,5,2024,Q2(2024)
358,2025-05-01 00:00:00.000000 UTC,1,5,2025,Q2(2025)
361,2025-05-06 00:00:00.000000 UTC,6,5,2025,Q2(2025)
363,2025-05-19 00:00:00.000000 UTC,19,5,2025,Q2(2025)
359,2025-05-02 00:00:00.000000 UTC,2,5,2025,Q2(2025)
357,2025-05-01 00:00:00.000000 UTC,1,5,2025,Q2(2025)
360,2025-05-03 00:00:00.000000 UTC,3,5,2025,Q2(2025)
362,2025-05-11 00:00:00.000000 UTC,11,5,2025,Q2(2025)
36,2021-06-05 00:00:00.000000 UTC,5,6,2021,Q2(2021)
35,2021-06-05 00:00:00.000000 UTC,5,6,2021,Q2(2021)
38,2021-06-07 00:00:00.000000 UTC,7,6,2021,Q2(2021)
40,2021-06-15 00:00:00.000000 UTC,15,6,2021,Q2(2021)
39,2021-06-10 00:00:00.000000 UTC,10,6,2021,Q2(2021)
41,2021-06-23 00:00:00.000000 UTC,23,6,2021,Q2(2021)
37,2021-06-06 00:00:00.000000 UTC,6,6,2021,Q2(2021)
120,2022-06-12 00:00:00.000000 UTC,12,6,2022,Q2(2022)
122,2022-06-14 00:00:00.000000 UTC,14,6,2022,Q2(2022)
125,2022-06-30 00:00:00.000000 UTC,30,6,2022,Q2(2022)
119,2022-06-12 00:00:00.000000 UTC,12,6,2022,Q2(2022)
123,2022-06-17 00:00:00.000000 UTC,17,6,2022,Q2(2022)
124,2022-06-22 00:00:00.000000 UTC,22,6,2022,Q2(2022)
121,2022-06-13 00:00:00.000000 UTC,13,6,2022,Q2(2022)
203,2023-06-19 00:00:00.000000 UTC,19,6,2023,Q2(2023)
206,2023-06-21 00:00:00.000000 UTC,21,6,2023,Q2(2023)
205,2023-06-20 00:00:00.000000 UTC,20,6,2023,Q2(2023)
207,2023-06-24 00:00:00.000000 UTC,24,6,2023,Q2(2023)
208,2023-06-29 00:00:00.000000 UTC,29,6,2023,Q2(2023)
204,2023-06-19 00:00:00.000000 UTC,19,6,2023,Q2(2023)
202,2023-06-06 00:00:00.000000 UTC,6,6,2023,Q2(2023)
286,2024-06-12 00:00:00.000000 UTC,12,6,2024,Q2(2024)
290,2024-06-27 00:00:00.000000 UTC,27,6,2024,Q2(2024)
287,2024-06-25 00:00:00.000000 UTC,25,6,2024,Q2(2024)
288,2024-06-25 00:00:00.000000 UTC,25,6,2024,Q2(2024)
285,2024-06-04 00:00:00.000000 UTC,4,6,2024,Q2(2024)
291,2024-06-30 00:00:00.000000 UTC,30,6,2024,Q2(2024)
289,2024-06-26 00:00:00.000000 UTC,26,6,2024,Q2(2024)
364,2025-06-01 00:00:00.000000 UTC,1,6,2025,Q2(2025)
366,2025-06-02 00:00:00.000000 UTC,2,6,2025,Q2(2025)
365,2025-06-01 00:00:00.000000 UTC,1,6,2025,Q2(2025)
367,2025-06-03 00:00:00.000000 UTC,3,6,2025,Q2(2025)
370,2025-06-19 00:00:00.000000 UTC,19,6,2025,Q2(2025)
369,2025-06-11 00:00:00.000000 UTC,11,6,2025,Q2(2025)
368,2025-06-06 00:00:00.000000 UTC,6,6,2025,Q2(2025)
42,2021-07-06 00:00:00.000000 UTC,6,7,2021,Q3(2021)
46,2021-07-11 00:00:00.000000 UTC,11,7,2021,Q3(2021)
47,2021-07-16 00:00:00.000000 UTC,16,7,2021,Q3(2021)
43,2021-07-06 00:00:00.000000 UTC,6,7,2021,Q3(2021)
45,2021-07-08 00:00:00.000000 UTC,8,7,2021,Q3(2021)
44,2021-07-07 00:00:00.000000 UTC,7,7,2021,Q3(2021)
48,2021-07-24 00:00:00.000000 UTC,24,7,2021,Q3(2021)
130,2022-07-18 00:00:00.000000 UTC,18,7,2022,Q3(2022)
126,2022-07-13 00:00:00.000000 UTC,13,7,2022,Q3(2022)
127,2022-07-13 00:00:00.000000 UTC,13,7,2022,Q3(2022)
131,2022-07-23 00:00:00.000000 UTC,23,7,2022,Q3(2022)
132,2022-07-31 00:00:00.000000 UTC,31,7,2022,Q3(2022)
129,2022-07-15 00:00:00.000000 UTC,15,7,2022,Q3(2022)
128,2022-07-14 00:00:00.000000 UTC,14,7,2022,Q3(2022)
214,2023-07-25 00:00:00.000000 UTC,25,7,2023,Q3(2023)
215,2023-07-30 00:00:00.000000 UTC,30,7,2023,Q3(2023)
210,2023-07-20 00:00:00.000000 UTC,20,7,2023,Q3(2023)
209,2023-07-07 00:00:00.000000 UTC,7,7,2023,Q3(2023)
213,2023-07-22 00:00:00.000000 UTC,22,7,2023,Q3(2023)
211,2023-07-20 00:00:00.000000 UTC,20,7,2023,Q3(2023)
212,2023-07-21 00:00:00.000000 UTC,21,7,2023,Q3(2023)
298,2024-07-31 00:00:00.000000 UTC,31,7,2024,Q3(2024)
295,2024-07-26 00:00:00.000000 UTC,26,7,2024,Q3(2024)
297,2024-07-28 00:00:00.000000 UTC,28,7,2024,Q3(2024)
293,2024-07-13 00:00:00.000000 UTC,13,7,2024,Q3(2024)
294,2024-07-26 00:00:00.000000 UTC,26,7,2024,Q3(2024)
292,2024-07-05 00:00:00.000000 UTC,5,7,2024,Q3(2024)
296,2024-07-27 00:00:00.000000 UTC,27,7,2024,Q3(2024)
374,2025-07-04 00:00:00.000000 UTC,4,7,2025,Q3(2025)
371,2025-07-02 00:00:00.000000 UTC,2,7,2025,Q3(2025)
375,2025-07-07 00:00:00.000000 UTC,7,7,2025,Q3(2025)
373,2025-07-03 00:00:00.000000 UTC,3,7,2025,Q3(2025)
376,2025-07-12 00:00:00.000000 UTC,12,7,2025,Q3(2025)
377,2025-07-20 00:00:00.000000 UTC,20,7,2025,Q3(2025)
372,2025-07-02 00:00:00.000000 UTC,2,7,2025,Q3(2025)
55,2021-08-24 00:00:00.000000 UTC,24,8,2021,Q3(2021)
54,2021-08-16 00:00:00.000000 UTC,16,8,2021,Q3(2021)
52,2021-08-08 00:00:00.000000 UTC,8,8,2021,Q3(2021)
51,2021-08-07 00:00:00.000000 UTC,7,8,2021,Q3(2021)
49,2021-08-06 00:00:00.000000 UTC,6,8,2021,Q3(2021)
53,2021-08-11 00:00:00.000000 UTC,11,8,2021,Q3(2021)
50,2021-08-06 00:00:00.000000 UTC,6,8,2021,Q3(2021)
134,2022-08-13 00:00:00.000000 UTC,13,8,2022,Q3(2022)
133,2022-08-13 00:00:00.000000 UTC,13,8,2022,Q3(2022)
135,2022-08-14 00:00:00.000000 UTC,14,8,2022,Q3(2022)
139,2022-08-31 00:00:00.000000 UTC,31,8,2022,Q3(2022)
138,2022-08-23 00:00:00.000000 UTC,23,8,2022,Q3(2022)
136,2022-08-15 00:00:00.000000 UTC,15,8,2022,Q3(2022)
137,2022-08-18 00:00:00.000000 UTC,18,8,2022,Q3(2022)
218,2023-08-20 00:00:00.000000 UTC,20,8,2023,Q3(2023)
219,2023-08-21 00:00:00.000000 UTC,21,8,2023,Q3(2023)
222,2023-08-30 00:00:00.000000 UTC,30,8,2023,Q3(2023)
216,2023-08-07 00:00:00.000000 UTC,7,8,2023,Q3(2023)
221,2023-08-25 00:00:00.000000 UTC,25,8,2023,Q3(2023)
217,2023-08-20 00:00:00.000000 UTC,20,8,2023,Q3(2023)
220,2023-08-22 00:00:00.000000 UTC,22,8,2023,Q3(2023)
300,2024-08-13 00:00:00.000000 UTC,13,8,2024,Q3(2024)
301,2024-08-26 00:00:00.000000 UTC,26,8,2024,Q3(2024)
299,2024-08-05 00:00:00.000000 UTC,5,8,2024,Q3(2024)
303,2024-08-27 00:00:00.000000 UTC,27,8,2024,Q3(2024)
305,2024-08-31 00:00:00.000000 UTC,31,8,2024,Q3(2024)
302,2024-08-26 00:00:00.000000 UTC,26,8,2024,Q3(2024)
304,2024-08-28 00:00:00.000000 UTC,28,8,2024,Q3(2024)
382,2025-08-07 00:00:00.000000 UTC,7,8,2025,Q3(2025)
381,2025-08-04 00:00:00.000000 UTC,4,8,2025,Q3(2025)
384,2025-08-20 00:00:00.000000 UTC,20,8,2025,Q3(2025)
380,2025-08-03 00:00:00.000000 UTC,3,8,2025,Q3(2025)
383,2025-08-12 00:00:00.000000 UTC,12,8,2025,Q3(2025)
379,2025-08-02 00:00:00.000000 UTC,2,8,2025,Q3(2025)
378,2025-08-02 00:00:00.000000 UTC,2,8,2025,Q3(2025)
58,2021-09-07 00:00:00.000000 UTC,7,9,2021,Q3(2021)
59,2021-09-08 00:00:00.000000 UTC,8,9,2021,Q3(2021)
62,2021-09-24 00:00:00.000000 UTC,24,9,2021,Q3(2021)
60,2021-09-11 00:00:00.000000 UTC,11,9,2021,Q3(2021)
56,2021-09-06 00:00:00.000000 UTC,6,9,2021,Q3(2021)
61,2021-09-16 00:00:00.000000 UTC,16,9,2021,Q3(2021)
57,2021-09-06 00:00:00.000000 UTC,6,9,2021,Q3(2021)
141,2022-09-13 00:00:00.000000 UTC,13,9,2022,Q3(2022)
145,2022-09-23 00:00:00.000000 UTC,23,9,2022,Q3(2022)
140,2022-09-13 00:00:00.000000 UTC,13,9,2022,Q3(2022)
142,2022-09-14 00:00:00.000000 UTC,14,9,2022,Q3(2022)
143,2022-09-15 00:00:00.000000 UTC,15,9,2022,Q3(2022)
144,2022-09-18 00:00:00.000000 UTC,18,9,2022,Q3(2022)
229,2023-09-30 00:00:00.000000 UTC,30,9,2023,Q3(2023)
223,2023-09-07 00:00:00.000000 UTC,7,9,2023,Q3(2023)
226,2023-09-21 00:00:00.000000 UTC,21,9,2023,Q3(2023)
224,2023-09-20 00:00:00.000000 UTC,20,9,2023,Q3(2023)
228,2023-09-25 00:00:00.000000 UTC,25,9,2023,Q3(2023)
225,2023-09-20 00:00:00.000000 UTC,20,9,2023,Q3(2023)
227,2023-09-22 00:00:00.000000 UTC,22,9,2023,Q3(2023)
310,2024-09-27 00:00:00.000000 UTC,27,9,2024,Q3(2024)
309,2024-09-26 00:00:00.000000 UTC,26,9,2024,Q3(2024)
311,2024-09-28 00:00:00.000000 UTC,28,9,2024,Q3(2024)
306,2024-09-05 00:00:00.000000 UTC,5,9,2024,Q3(2024)
307,2024-09-13 00:00:00.000000 UTC,13,9,2024,Q3(2024)
308,2024-09-26 00:00:00.000000 UTC,26,9,2024,Q3(2024)
390,2025-09-12 00:00:00.000000 UTC,12,9,2025,Q3(2025)
386,2025-09-02 00:00:00.000000 UTC,2,9,2025,Q3(2025)
388,2025-09-04 00:00:00.000000 UTC,4,9,2025,Q3(2025)
391,2025-09-20 00:00:00.000000 UTC,20,9,2025,Q3(2025)
389,2025-09-07 00:00:00.000000 UTC,7,9,2025,Q3(2025)
385,2025-09-02 00:00:00.000000 UTC,2,9,2025,Q3(2025)
387,2025-09-03 00:00:00.000000 UTC,3,9,2025,Q3(2025)
67,2021-10-12 00:00:00.000000 UTC,12,10,2021,Q4(2021)
64,2021-10-07 00:00:00.000000 UTC,7,10,2021,Q4(2021)
65,2021-10-08 00:00:00.000000 UTC,8,10,2021,Q4(2021)
69,2021-10-25 00:00:00.000000 UTC,25,10,2021,Q4(2021)
63,2021-10-07 00:00:00.000000 UTC,7,10,2021,Q4(2021)
66,2021-10-09 00:00:00.000000 UTC,9,10,2021,Q4(2021)
68,2021-10-17 00:00:00.000000 UTC,17,10,2021,Q4(2021)
150,2022-10-16 00:00:00.000000 UTC,16,10,2022,Q4(2022)
147,2022-10-14 00:00:00.000000 UTC,14,10,2022,Q4(2022)
146,2022-10-01 00:00:00.000000 UTC,1,10,2022,Q4(2022)
151,2022-10-19 00:00:00.000000 UTC,19,10,2022,Q4(2022)
152,2022-10-24 00:00:00.000000 UTC,24,10,2022,Q4(2022)
148,2022-10-14 00:00:00.000000 UTC,14,10,2022,Q4(2022)
149,2022-10-15 00:00:00.000000 UTC,15,10,2022,Q4(2022)
236,2023-10-31 00:00:00.000000 UTC,31,10,2023,Q4(2023)
233,2023-10-22 00:00:00.000000 UTC,22,10,2023,Q4(2023)
234,2023-10-23 00:00:00.000000 UTC,23,10,2023,Q4(2023)
235,2023-10-26 00:00:00.000000 UTC,26,10,2023,Q4(2023)
231,2023-10-21 00:00:00.000000 UTC,21,10,2023,Q4(2023)
232,2023-10-21 00:00:00.000000 UTC,21,10,2023,Q4(2023)
230,2023-10-08 00:00:00.000000 UTC,8,10,2023,Q4(2023)
315,2024-10-27 00:00:00.000000 UTC,27,10,2024,Q4(2024)
316,2024-10-27 00:00:00.000000 UTC,27,10,2024,Q4(2024)
313,2024-10-06 00:00:00.000000 UTC,6,10,2024,Q4(2024)
318,2024-10-29 00:00:00.000000 UTC,29,10,2024,Q4(2024)
314,2024-10-14 00:00:00.000000 UTC,14,10,2024,Q4(2024)
312,2024-10-01 00:00:00.000000 UTC,1,10,2024,Q4(2024)
317,2024-10-28 00:00:00.000000 UTC,28,10,2024,Q4(2024)
395,2025-10-05 00:00:00.000000 UTC,5,10,2025,Q4(2025)
397,2025-10-13 00:00:00.000000 UTC,13,10,2025,Q4(2025)
393,2025-10-03 00:00:00.000000 UTC,3,10,2025,Q4(2025)
398,2025-10-21 00:00:00.000000 UTC,21,10,2025,Q4(2025)
392,2025-10-03 00:00:00.000000 UTC,3,10,2025,Q4(2025)
394,2025-10-04 00:00:00.000000 UTC,4,10,2025,Q4(2025)
396,2025-10-08 00:00:00.000000 UTC,8,10,2025,Q4(2025)
73,2021-11-09 00:00:00.000000 UTC,9,11,2021,Q4(2021)
72,2021-11-08 00:00:00.000000 UTC,8,11,2021,Q4(2021)
74,2021-11-12 00:00:00.000000 UTC,12,11,2021,Q4(2021)
76,2021-11-25 00:00:00.000000 UTC,25,11,2021,Q4(2021)
75,2021-11-17 00:00:00.000000 UTC,17,11,2021,Q4(2021)
70,2021-11-07 00:00:00.000000 UTC,7,11,2021,Q4(2021)
71,2021-11-07 00:00:00.000000 UTC,7,11,2021,Q4(2021)
153,2022-11-01 00:00:00.000000 UTC,1,11,2022,Q4(2022)
158,2022-11-19 00:00:00.000000 UTC,19,11,2022,Q4(2022)
155,2022-11-14 00:00:00.000000 UTC,14,11,2022,Q4(2022)
154,2022-11-14 00:00:00.000000 UTC,14,11,2022,Q4(2022)
156,2022-11-15 00:00:00.000000 UTC,15,11,2022,Q4(2022)
159,2022-11-24 00:00:00.000000 UTC,24,11,2022,Q4(2022)
157,2022-11-16 00:00:00.000000 UTC,16,11,2022,Q4(2022)
239,2023-11-21 00:00:00.000000 UTC,21,11,2023,Q4(2023)
242,2023-11-26 00:00:00.000000 UTC,26,11,2023,Q4(2023)
238,2023-11-21 00:00:00.000000 UTC,21,11,2023,Q4(2023)
237,2023-11-08 00:00:00.000000 UTC,8,11,2023,Q4(2023)
241,2023-11-23 00:00:00.000000 UTC,23,11,2023,Q4(2023)
240,2023-11-22 00:00:00.000000 UTC,22,11,2023,Q4(2023)
324,2024-11-28 00:00:00.000000 UTC,28,11,2024,Q4(2024)
320,2024-11-06 00:00:00.000000 UTC,6,11,2024,Q4(2024)
322,2024-11-27 00:00:00.000000 UTC,27,11,2024,Q4(2024)
321,2024-11-14 00:00:00.000000 UTC,14,11,2024,Q4(2024)
323,2024-11-27 00:00:00.000000 UTC,27,11,2024,Q4(2024)
319,2024-11-01 00:00:00.000000 UTC,1,11,2024,Q4(2024)
325,2024-11-29 00:00:00.000000 UTC,29,11,2024,Q4(2024)
399,2025-11-03 00:00:00.000000 UTC,3,11,2025,Q4(2025)
405,2025-11-21 00:00:00.000000 UTC,21,11,2025,Q4(2025)
402,2025-11-05 00:00:00.000000 UTC,5,11,2025,Q4(2025)
400,2025-11-03 00:00:00.000000 UTC,3,11,2025,Q4(2025)
404,2025-11-13 00:00:00.000000 UTC,13,11,2025,Q4(2025)
401,2025-11-04 00:00:00.000000 UTC,4,11,2025,Q4(2025)
403,2025-11-08 00:00:00.000000 UTC,8,11,2025,Q4(2025)
